unit,method,metric,response,category,n,median_dRMSE,pct_sites_improved,p_onesided_wilcoxon,q_BH,sig
M1vsM2_12m,tertiles,Absolute Mortality,ETmax,High,22,0.00216,36.4,0.6753,0.9147,ns
M1vsM2_12m,tertiles,Absolute Mortality,GPPsat,High,22,-0.76315,63.6,0.1571,0.7316,ns
M1vsM2_12m,tertiles,Absolute Mortality,NEPmax,High,22,-0.81984,68.2,0.08135,0.7316,ns
M1vsM2_12m,tertiles,Absolute Mortality,WUE,High,22,0.00758,40.9,0.5388,0.9147,ns
M1vsM2_12m,tertiles,Absolute Mortality,uWUE,High,22,-0.00102,50,0.7724,0.9147,ns
M1vsM2_12m,tertiles,Absolute Mortality,ETmax,Mid,21,0.00271,28.6,0.9673,0.9815,ns
M1vsM2_12m,tertiles,Absolute Mortality,GPPsat,Mid,21,-0.34575,66.7,0.1652,0.7316,ns
M1vsM2_12m,tertiles,Absolute Mortality,NEPmax,Mid,21,0.02773,47.6,0.5961,0.9147,ns
M1vsM2_12m,tertiles,Absolute Mortality,WUE,Mid,21,-0.02293,57.1,0.1652,0.7316,ns
M1vsM2_12m,tertiles,Absolute Mortality,uWUE,Mid,21,-0.01036,52.4,0.3257,0.912,ns
M1vsM2_12m,tertiles,Absolute Mortality,ETmax,Low,22,0.00038,45.5,0.5388,0.9147,ns
M1vsM2_12m,tertiles,Absolute Mortality,GPPsat,Low,22,0.27365,40.9,0.7523,0.9147,ns
M1vsM2_12m,tertiles,Absolute Mortality,NEPmax,Low,22,-0.59535,54.5,0.1732,0.7316,ns
M1vsM2_12m,tertiles,Absolute Mortality,WUE,Low,22,0.01642,40.9,0.8913,0.9548,ns
M1vsM2_12m,tertiles,Absolute Mortality,uWUE,Low,22,0.00166,50,0.5517,0.9147,ns
M1vsM2_12m,tertiles,Relative Mortality,ETmax,High,22,0.00216,36.4,0.6635,0.9147,ns
M1vsM2_12m,tertiles,Relative Mortality,GPPsat,High,22,-0.68713,68.2,0.165,0.7316,ns
M1vsM2_12m,tertiles,Relative Mortality,NEPmax,High,22,-1.03982,68.2,0.142,0.7316,ns
M1vsM2_12m,tertiles,Relative Mortality,WUE,High,22,-0.0044,50,0.2276,0.7316,ns
M1vsM2_12m,tertiles,Relative Mortality,uWUE,High,22,-0.01033,54.5,0.5899,0.9147,ns
M1vsM2_12m,tertiles,Relative Mortality,ETmax,Mid,21,0.00274,28.6,0.9815,0.9815,ns
M1vsM2_12m,tertiles,Relative Mortality,GPPsat,Mid,21,0.01707,47.6,0.7455,0.9147,ns
M1vsM2_12m,tertiles,Relative Mortality,NEPmax,Mid,21,0.15836,38.1,0.867,0.9548,ns
M1vsM2_12m,tertiles,Relative Mortality,WUE,Mid,21,0.01325,47.6,0.3641,0.912,ns
M1vsM2_12m,tertiles,Relative Mortality,uWUE,Mid,21,0.00717,42.9,0.7109,0.9147,ns
M1vsM2_12m,tertiles,Relative Mortality,ETmax,Low,22,0.00038,45.5,0.4871,0.9147,ns
M1vsM2_12m,tertiles,Relative Mortality,GPPsat,Low,22,-0.09442,54.5,0.2179,0.7316,ns
M1vsM2_12m,tertiles,Relative Mortality,NEPmax,Low,22,-0.72435,63.6,0.05583,0.7316,ns
M1vsM2_12m,tertiles,Relative Mortality,WUE,Low,22,0.01642,40.9,0.8788,0.9548,ns
M1vsM2_12m,tertiles,Relative Mortality,uWUE,Low,22,-0.00692,54.5,0.3851,0.912,ns
M1vsM2_12m,tertiles,Relative Disturbance,ETmax,High,22,0.00216,31.8,0.6983,0.9147,ns
M1vsM2_12m,tertiles,Relative Disturbance,GPPsat,High,22,-0.68713,68.2,0.1571,0.7316,ns
M1vsM2_12m,tertiles,Relative Disturbance,NEPmax,High,22,-0.81984,63.6,0.2179,0.7316,ns
M1vsM2_12m,tertiles,Relative Disturbance,WUE,High,22,-0.0044,50,0.2276,0.7316,ns
